Language,Comment,SourceCode,Issue Type,Code Fix
Java,convert a date string into yyyymmdd,"    protected String toDateString(Object date) {
        String returnValue = null;
        if (date instanceof Date) {
        	SimpleDateFormat sdfDate = new SimpleDateFormat(""yyyy-MM-dd"");
            Date d = (Date) date;
            returnValue = sdfDate.format(d);
        }
        return returnValue;
    }",Código em Conformidade,
Java,convert a date string into yyyymmdd,,Código em Conformidade,
Java,how to read the contents of a .gz compressed file?,"  public static void zipCompress(String filename) throws IOException {
    FileOutputStream fos = new FileOutputStream(filename + COMPRESSION_SUFFIX);
    CheckedOutputStream csum = new CheckedOutputStream(fos, new CRC32());
    ZipOutputStream out = new ZipOutputStream(new BufferedOutputStream(csum));
    out.setComment(""Failmon records."");

    BufferedReader in = new BufferedReader(new FileReader(filename));
    out.putNextEntry(new ZipEntry(new File(filename).getName()));
    int c;
    while ((c = in.read()) != -1)
      out.write(c);
    in.close();

    out.finish();
    out.close();
  }",Bug Crítico,
Java,fuzzy match ranking,"    protected QueryBuilder convertFuzzyQuery(final QueryContext context, final FuzzyQuery fuzzyQuery, final float boost) {
        final Term term = fuzzyQuery.getTerm();
        final String field = getSearchField(context, term.field());
        // TODO fuzzy value
        if (Constants.DEFAULT_FIELD.equals(field)) {
            context.addFieldLog(field, term.text());
            return buildDefaultQueryBuilder((f, b) -> QueryBuilders.fuzzyQuery(f, term.text())
                    .fuzziness(Fuzziness.fromEdits(fuzzyQuery.getMaxEdits())).boost(b * boost));
        } else if (isSearchField(field)) {
            context.addFieldLog(field, term.text());
            return QueryBuilders.fuzzyQuery(field, term.text()).boost(boost).fuzziness(Fuzziness.fromEdits(fuzzyQuery.getMaxEdits()));
        } else {
            final String origQuery = fuzzyQuery.toString();
            context.addFieldLog(Constants.DEFAULT_FIELD, origQuery);
            context.addHighlightedQuery(origQuery);
            return buildDefaultQueryBuilder((f, b) -> QueryBuilders.fuzzyQuery(f, origQuery)
                    .fuzziness(Fuzziness.fromEdits(fuzzyQuery.getMaxEdits())).boost(b * boost));
        }
    }",Código em Conformidade,
Java,how to determine a string is a valid word,"    private boolean useThisWord(Integer wordID, Map<Integer, String> ID2word, Map<Integer, Double> ID2occurrences) {
        String word = ID2word.get(wordID);
        if(word==null) {
            return false;
        }
        else if(word.length() < parameters.getMinWordLength()) {
            return false;
        }
        else if(ID2occurrences.get(wordID)<parameters.getMinWordOccurrence()) {
            return false;
        }
        return true;
    }",Código em Conformidade,
Java,json to xml conversion,"    @Override
    public Document convert(JSONObject json) {
        return JsonXmlConvertHint.convert(json, OsglConfig.xmlRootTag(), OsglConfig.xmlListItemTag());
    }",Código em Conformidade,
Java,heatmap from 3d coordinates,"  private void updateCoordinates() {
    // Top-left of heat map.
    int x = margin + axisThickness + yAxisLabelSize.height;
    x += (yValuesHorizontal ? yAxisValuesWidthMax : yAxisValuesHeight);
    int y = titleSize.height + margin;
    heatMapTL = new Point(x, y);

    // Top-right of heat map.
    x = heatMapTL.x + heatMapSize.width;
    y = heatMapTL.y + heatMapSize.height;
    heatMapBR = new Point(x, y);

    // Centre of heat map.
    x = heatMapTL.x + (heatMapSize.width / 2);
    y = heatMapTL.y + (heatMapSize.height / 2);
    heatMapC = new Point(x, y);
  }",Código em Conformidade,
Java,sending binary data over a serial connection,,Código em Conformidade,
Java,parse binary file to custom class,"  protected Base64BinaryType parseBase64Binary(String v) throws IOException, FHIRFormatError {
    Base64BinaryType res = new Base64BinaryType(v);
    return res;
  }",Código em Conformidade,
Java,html encode string,"    public static String escape(String html, boolean encode){
        if(!encode){
            html = html.replaceAll(""&(?!#?\\w+;)"", ""&amp;"");
        } else {
            html = html.replace(""&"", ""&amp;"");
        }
        return html.replace(""<"", ""&lt;"").replace("">"", ""&gt;"").replace(""\"""", ""&quot;"").replace(""'"", ""&#39;"");
    }",Código em Conformidade,
Java,how to make the checkbox checked,"    public void visit(ListItemNode node) {
        if (node instanceof TaskListNode) {
            // vsch: #185 handle GitHub style task list items, these are a bit messy because the <input> checkbox needs to be
            // included inside the optional <p></p> first grand-child of the list item, first child is always RootNode
            // because the list item text is recursively parsed.
            Node firstChild = node.getChildren().get(0).getChildren().get(0);
            boolean firstIsPara = firstChild instanceof ParaNode;
            int indent = node.getChildren().size() > 1 ? 2 : 0;
            boolean startWasNewLine = printer.endsWithNewLine();

            printer.println().print(""<li class=\""task-list-item\"">"").indent(indent);
            if (firstIsPara) {
                printer.println().print(""<p>"");
                printer.print(""<input type=\""checkbox\"" class=\""task-list-item-checkbox\"""" + (((TaskListNode) node).isDone() ? "" checked=\""checked\"""" : """") + "" disabled=\""disabled\""></input>"");
                visitChildren((SuperNode) firstChild);

                // render the other children, the p tag is taken care of here
                visitChildrenSkipFirst(node);
                printer.print(""</p>"");
            } else {
                printer.print(""<input type=\""checkbox\"" class=\""task-list-item-checkbox\"""" + (((TaskListNode) node).isDone() ? "" checked=\""checked\"""" : """") + "" disabled=\""disabled\""></input>"");
                visitChildren(node);
            }
            printer.indent(-indent).printchkln(indent != 0).print(""</li>"")
                    .printchkln(startWasNewLine);
        } else {
            printConditionallyIndentedTag(node, ""li"");
        }
    }",Código em Conformidade,
Java,read text file line by line,"    private boolean isBinary() {
        try (InputStream in = getInputStream()) {
            long size = Files.size(file.toPath());
            if (size == 0) {
                // Empty file, so no need to check
                return true;
            }

            byte[] b = new byte[( size < StreamUtils.DEFAULT_PROBE_SIZE ? (int)size : StreamUtils.DEFAULT_PROBE_SIZE)];
            int read = in.read(b);
            if (read != b.length) {
                // Something went wrong, so better not to read line by line
                return true;
            }

            return StreamUtils.isNonWhitespaceControlCharacter(b);
        } catch (IOException e) {
            // If cannot be checked, then considered as binary, so we do not
            // read line by line
            return true;
        }
    }",Código em Conformidade,
Java,how to reverse a string,"	public static String reverse(String string) {
		if(string != null) {
			return new StringBuilder(string).reverse().toString();
		}
		return null;
	}",Código em Conformidade,
