Language,Comment,SourceCode
Java,how to randomly pick a number,"    public TernaryVector generate() {
        HashSet<Integer> pos = new HashSet<Integer>();
        HashSet<Integer> neg = new HashSet<Integer>();
        
        // Randomly decide how many bits to set in the index vector based on the
        // variance.
        int bitsToSet = numVectorValues +
            (int)(RANDOM.nextDouble() * variance *
                  ((RANDOM.nextDouble() > .5) ? 1 : -1));

        for (int i = 0; i < bitsToSet; ++i) {
            boolean picked = false;
            // loop to ensure we actually pick the full number of bits
            while (!picked) {
                // pick some random index
                int index = RANDOM.nextInt(indexVectorLength);
                    
                // check that we haven't already added this index
                if (pos.contains(index) || neg.contains(index))
                    continue;
                    
                // decide positive or negative
                ((RANDOM.nextDouble() > .5) ? pos : neg).add(index);
                picked = true;
            }
        }
            
        int[] positive = new int[pos.size()];
        int[] negative = new int[neg.size()];

        Iterator<Integer> it = pos.iterator();
        for (int i = 0; i < positive.length; ++i) 
            positive[i] = it.next();

        it = neg.iterator();
        for (int i = 0; i < negative.length; ++i) 
            negative[i] = it.next();                

        // sort so we can use a binary search in getValue()
        Arrays.sort(positive);
        Arrays.sort(negative);
        return new TernaryVector(indexVectorLength, positive, negative);
    }"
Java,set working directory,"  public void setWorkingDirectory(Path dir) {
    if (!dir.isAbsolute()) {
      FileSystem.LogForCollect
          .info(""set job working directory to non absolute path: "" + dir
              + "" working directory: "" + getWorkingDirectory());
    }
    dir = new Path(getWorkingDirectory(), dir);
    set(""mapred.working.dir"", dir.toString());
  }"
Java,reading element from html - <td>,"    private void printFieldsArrayTableHeader(String[] fieldsArray, PrintWriter html) {
        html.append(""<center><table width=\""90%\"" border=\""1\"" cellpadding=\""5\"" cellspacing=\""5\"" bgcolor=\""silver\"">\n""
                + ""<tr>"");
        for (String element : fieldsArray) {
            html
            .append(""<td valign=\""top\""><strong>"");
            html.append(element);
            html.append(""</strong></td>"");
        }
        html.append(""</tr>"");
    }"
Java,get all parents of xml node,"    XML xmlFromNode(XmlNode node) {
        if (node.getXml() == null) {
            node.setXml( newXML(node) );
        }
        return node.getXml();
    }"
Java,export to excel,"    public static Report loadDemoReport() throws FileNotFoundException, LoadReportException {
    	String location = DemoUtil.NEXTREPORTS_HOME + File.separator + ""output"" +
	            File.separator + def.getDatabaseName() + File.separator + ""Reports"";
		
		String file = location + File.separator + def.getReportName();    	        
        // use ""Mike2.report"" to test for Arabic characters
        
        Report report = ReportUtil.loadReport(new FileInputStream(file));
        // copy report images if any to directory where exported file is generated : works for HTML export
        // for PDF, RTF & EXCEL export the directory where we copy images must be in the CLASSPATH!
        copyImages(report, location, ""."");
        return report;    	
    }"
Java,json to xml conversion,"    @Deprecated
    private String ConvertToXML(String jsonData) {
        XMLSerializer serializer = new XMLSerializer();
        JSON json = JSONSerializer.toJSON(jsonData);
        serializer.setRootName(""xmlOutput"");
        serializer.setTypeHintsEnabled(false);
        return serializer.write(json);
    }"
Java,underline text in label widget,"	private WDecoratedLabel makeHeadingLabel(final String text, final String statusText) {
		return new WDecoratedLabel(new WImage(""/image/information.png"", ""Informative heading""),
				new WText(text), new WStyledText(statusText, WStyledText.Type.EMPHASISED));
	}"
Java,encode url,"    private String encodeSendUrl(String encodedChannelUrl) {

        if (Utilities.isSessionEncodedInUrl(encodedChannelUrl, httpConstants.getHTTP_SESSION_ID_NAME())) {
            String channelUrlWithoutSessionId = Utilities.getUrlWithoutSessionId(encodedChannelUrl,
                                                                                 httpConstants.getHTTP_SESSION_ID_NAME());
            String sessionId = Utilities.getSessionId(encodedChannelUrl, httpConstants.getHTTP_SESSION_ID_NAME());

            return Utilities.getSessionEncodedUrl(channelUrlWithoutSessionId + ""message/"",
                                                  httpConstants.getHTTP_SESSION_ID_NAME(),
                                                  sessionId);

        } else {
            return encodedChannelUrl + ""message/"";
        }
    }"
Java,pretty print json,"  public static void main(String[] args) throws Exception {
    StringBuffer prettyPrint = new StringBuffer();
    prettyPrint.append(""             0\n"");
    prettyPrint.append(""            /|\\\n"");
    prettyPrint.append(""           / | \\\n"");
    prettyPrint.append(""          1  2  1\n"");
    prettyPrint.append(""         / \\    |\\ \n"");
    prettyPrint.append(""        /   \\   | \\ \n"");
    prettyPrint.append(""      4     5   6  7 \n"");
    prettyPrint.append(""               /|\\ \n"");
    prettyPrint.append(""              / | \\ \n"");
    prettyPrint.append(""             8  9  10 \n"");

    System.out.println(""Constructing tree:\n"" + prettyPrint.toString());

    prettyPrint.delete(0, prettyPrint.length());
    prettyPrint.append(""             0 \n"");
    prettyPrint.append(""            / \\ \n"");
    prettyPrint.append(""           /   \\ \n"");
    prettyPrint.append(""          1     2 \n"");
    prettyPrint.append(""         /|\\  \n"");
    prettyPrint.append(""        / | \\ \n"");
    prettyPrint.append(""       /  | |\\ \n"");
    prettyPrint.append(""      /   | | \\ \n"");
    prettyPrint.append(""     4    5 6  7 \n"");
    prettyPrint.append(""           /|\\ \n"");
    prettyPrint.append(""          / | \\ \n"");
    prettyPrint.append(""         8  9  10 \n"");

    System.out.println(""Assuming tree:\n"" + prettyPrint.toString());

    ITreeNode root = new TreeNodeUniqueChildren(new Integer(0), new ITreeNode[] {
        new DefaultTreeNode(new Integer(1), new ITreeNode[] {new DefaultTreeNode(new Integer(4)),
            new DefaultTreeNode(new Integer(5)) }),
        new DefaultTreeNode(new Integer(2)),
        new DefaultTreeNode(new Integer(1), new ITreeNode[] {
            new DefaultTreeNode(new Integer(6), new ITreeNode[] {
                new DefaultTreeNode(new Integer(8)), new DefaultTreeNode(new Integer(9)),
                new DefaultTreeNode(new Integer(10)) }), new DefaultTreeNode(new Integer(7)) })

    });
    System.out.println(""The tree:"");
    System.out.println(root.toString());
  }"
Java,group by count,"  public Counter getCounter(String group, String name) {
    Map<String,Counter> groupCounters = getGroup(group);
    if (groupCounters != null) {
      return groupCounters.get(name);
    }

    return null;
  }"
Java,get name of enumerated value,"	private static EnumerationDatatype getEnumerationDatatype(
			com.siemens.ct.exi.grammars._2017.schemaforgrammars.Enumeration en,
			QNameContext qnc) throws EXIException {
		Value[] enumValues;
		Datatype dtEnumValues;

		DatatypeBasics enumDT = en.getEnumerationValueDatatype();
		if (enumDT.getBase64Binary() != null) {
			dtEnumValues = new BinaryBase64Datatype(qnc);
			enumValues = new BinaryBase64Value[en.getBase64BinaryValue().size()];
			for (int k = 0; k < en.getBase64BinaryValue().size(); k++) {
				enumValues[k] = new BinaryBase64Value(en.getBase64BinaryValue()
						.get(k));
			}
		} else if (enumDT.getHexBinary() != null) {
			dtEnumValues = new BinaryHexDatatype(qnc);
			enumValues = new BinaryHexValue[en.getHexBinaryValue().size()];
			for (int k = 0; k < en.getHexBinaryValue().size(); k++) {
				enumValues[k] = new BinaryHexValue(en.getHexBinaryValue()
						.get(k));
			}
		} else if (enumDT.getBoolean() != null) {
			dtEnumValues = new BooleanDatatype(qnc);
			enumValues = new BooleanValue[en.getBooleanValue().size()];
			for (int k = 0; k < en.getBooleanValue().size(); k++) {
				enumValues[k] = en.getBooleanValue().get(k) ? BooleanValue.BOOLEAN_VALUE_TRUE
						: BooleanValue.BOOLEAN_VALUE_FALSE;
			}
		} else if (enumDT.getDateAndTime() != null) {
			DateTimeType dateType;
			if (enumDT.getDateAndTime().getDateTime() != null) {
				dateType = DateTimeType.dateTime;
				enumValues = new DateTimeValue[en.getDateTimeValue().size()];
				for (int k = 0; k < en.getDateTimeValue().size(); k++) {
					XMLGregorianCalendar xmlgc = en.getDateTimeValue().get(k);
					DateTimeValue dtv = DateTimeValue.parse(
							xmlgc.toGregorianCalendar(), dateType);
					enumValues[k] = dtv;
				}
			} else if (enumDT.getDateAndTime().getTime() != null) {
				dateType = DateTimeType.time;
				enumValues = new DateTimeValue[en.getTimeValue().size()];
				for (int k = 0; k < en.getTimeValue().size(); k++) {
					XMLGregorianCalendar xmlgc = en.getTimeValue().get(k);
					DateTimeValue dtv = DateTimeValue.parse(
							xmlgc.toGregorianCalendar(), dateType);
					enumValues[k] = dtv;
				}
			} else if (enumDT.getDateAndTime().getDate() != null) {
				dateType = DateTimeType.date;
				enumValues = new DateTimeValue[en.getDateValue().size()];
				for (int k = 0; k < en.getDateValue().size(); k++) {
					XMLGregorianCalendar xmlgc = en.getDateValue().get(k);
					DateTimeValue dtv = DateTimeValue.parse(
							xmlgc.toGregorianCalendar(), dateType);
					enumValues[k] = dtv;
				}
			} else if (enumDT.getDateAndTime().getGYearMonth() != null) {
				dateType = DateTimeType.gYearMonth;
				enumValues = new DateTimeValue[en.getGYearMonthValue().size()];
				for (int k = 0; k < en.getGYearMonthValue().size(); k++) {
					XMLGregorianCalendar xmlgc = en.getGYearMonthValue().get(k);
					DateTimeValue dtv = DateTimeValue.parse(
							xmlgc.toGregorianCalendar(), dateType);
					enumValues[k] = dtv;
				}
			} else if (enumDT.getDateAndTime().getGYear() != null) {
				dateType = DateTimeType.gYear;
				enumValues = new DateTimeValue[en.getGYearValue().size()];
				for (int k = 0; k < en.getGYearValue().size(); k++) {
					XMLGregorianCalendar xmlgc = en.getGYearValue().get(k);
					DateTimeValue dtv = DateTimeValue.parse(
							xmlgc.toGregorianCalendar(), dateType);
					enumValues[k] = dtv;
				}
			} else if (enumDT.getDateAndTime().getGMonthDay() != null) {
				dateType = DateTimeType.gMonthDay;
				enumValues = new DateTimeValue[en.getGMonthDayValue().size()];
				for (int k = 0; k < en.getGMonthDayValue().size(); k++) {
					XMLGregorianCalendar xmlgc = en.getGMonthDayValue().get(k);
					DateTimeValue dtv = DateTimeValue.parse(
							xmlgc.toGregorianCalendar(), dateType);
					enumValues[k] = dtv;
				}
			} else if (enumDT.getDateAndTime().getGDay() != null) {
				dateType = DateTimeType.gDay;
				enumValues = new DateTimeValue[en.getGDayValue().size()];
				for (int k = 0; k < en.getGDayValue().size(); k++) {
					XMLGregorianCalendar xmlgc = en.getGDayValue().get(k);
					DateTimeValue dtv = DateTimeValue.parse(
							xmlgc.toGregorianCalendar(), dateType);
					enumValues[k] = dtv;
				}
			} else if (enumDT.getDateAndTime().getGMonth() != null) {
				dateType = DateTimeType.gMonth;
				enumValues = new DateTimeValue[en.getGMonthValue().size()];
				for (int k = 0; k < en.getGMonthValue().size(); k++) {
					XMLGregorianCalendar xmlgc = en.getGMonthValue().get(k);
					DateTimeValue dtv = DateTimeValue.parse(
							xmlgc.toGregorianCalendar(), dateType);
					enumValues[k] = dtv;
				}
			} else {
				throw new EXIException(""Unsupported Enum DateAndTime datatype"");
			}
			dtEnumValues = new DatetimeDatatype(dateType, qnc);
		} else if (enumDT.getDecimal() != null) {
			dtEnumValues = new DecimalDatatype(qnc);
			enumValues = new DecimalValue[en.getDecimalValue().size()];
			for (int k = 0; k < en.getDecimalValue().size(); k++) {
				enumValues[k] = DecimalValue.parse(en.getDecimalValue().get(k));
			}
		} else if (enumDT.getDouble() != null) {
			dtEnumValues = new FloatDatatype(qnc);
			enumValues = new FloatValue[en.getFloatValue().size()];
			for (int k = 0; k < en.getFloatValue().size(); k++) {
				enumValues[k] = FloatValue.parse(en.getFloatValue().get(k));
			}
		} else if (enumDT.getInteger() != null) {
			dtEnumValues = new IntegerDatatype(qnc);
			enumValues = new IntegerValue[en.getIntegerValue().size()];
			for (int k = 0; k < en.getIntegerValue().size(); k++) {
				enumValues[k] = IntegerValue.valueOf(en.getIntegerValue()
						.get(k));
			}
		} else if (enumDT.getString() != null) {
			dtEnumValues = new StringDatatype(qnc);
			enumValues = new StringValue[en.getStringValue().size()];
			for (int k = 0; k < en.getStringValue().size(); k++) {
				enumValues[k] = new StringValue(en.getStringValue().get(k));
			}
		} else {
			throw new EXIException(""Unsupported Enumeration type for "" + enumDT);
		}

		EnumerationDatatype endt = new EnumerationDatatype(enumValues,
				dtEnumValues, qnc);
		return endt;
	}"
